Tweet,Analysis
"GLO: Dear Customer, ur BB subscription expires in 8 hrs. To enjoy uninterrupted BB Services pls renew ur subscription. Thank u!

Me: Fuck u!",Weak
"""Dear Customer,you may experience difficulty in accessing data services from tonight to tomorrow morning"" GLO....tomao or a week tym *smh",Neutral
"Omaha Jobs Customer Care Assistant - Xerox Services -  Omaha, NE: Xerox Corporation is a $22 billion leading glo... http://t.co/EKGfsdom",Neutral
"------&gt; RT : Issues"": Dear GLO Customer, we'r pleased 2 extend ur BB services validity by ... http://t.co/QCjdUZEc",Strong
"Dear GLO Customer, we'r pleased 2 extend ur BB services validity by 2DAYS due 2 recent unforeseen technical issue. :D",Strong
"""Dear Customer, we are pleased to extend your BB services validity by 2 days due to recent unforeseen technical issue."" GLO IS A JOKE!",Strong
"It only Glo :Dear Customer, we are pleased to extend your BB services validity by 2 days due to recent unforeseen... http://t.co/wQqKL2V9",Strong
"Got this from Glo: Dear Customer, we are pleased to extend your BB services validity by 4 days due to recent unforeseen technical issue.",Strong
"Dear Customer,we r pleased 2 extend ur BB services validity by 7 days due to recent unforeseen technical issue,thank you glo. I love glo",Strong
"Customers are beginning to complain of poor services from GLO,hope they are listening and doing something about it",Weak
"In terms of fast social media customer care services,  &amp;  beat  hands down... buckle up Glo biko :(",Weak
"F5’s New Hardware Platform Helps Customers Consolidate Dynamic Application Services: F5 Networks, Inc. , the glo... http://t.co/IuuWX8zY",Strong
"So, ave made up with my glo babe. Full personal customer services restored. *wide grin*",Strong
"#Glo mobile upgrade underway and users may have problems getting others networks and data services now till morn, customer care just told us",Neutral
WASH’N GLO offers car detailing services at customer’s doorstep in Chennai and uses the latest in car washing technology.,Strong
"Glo with pride....RT : Dear Mtn, 
kindly work on providing better netwrk services .
Thanks.
Sincerely,  
Frustrated Customer",Strong
"Truth be told, MTN, GLO, ZAIN and ETISALAT are messing up big time!
Data services are an eyesore!
Phone calls drop&amp;customer service crap!",Weak
 yes it happened to me that is the reason why I stop using glo blackberry services I complained by calling ur customer serv,Weak
"Job Lead: Customer Care Assistant - Xerox Services -  Canton, MS: Xerox Corporation is a $22 billion leading glo... http://t.co/McP0Sf0S",Neutral
Glo had internet problems for 3 days and compensates customers by extending our BIS/INTERNET services for extra 6 days.☺MTN shld take a cue.,Neutral
"MTN pls see disRT : Apparently Glo is giving it's customers 6days extension on their BB services..... That should do. :)""",Strong
Apparently Glo is giving it's customers 6days extension on their BB services..... That should do. :),Strong
Before u criticise Glo RT : O2 says all 2G and 3G services now back for all affected customers,Neutral
"Glo sef go dey api nao"": O2 says all 2G and 3G services now back for all affected customers""",Neutral
Glo or MTN can't do this RT: O2 says all 2G and 3G services now back for all affected customers,Neutral
"""Dear customer, due to unforeseen technical issues, BB &amp; internet services may not be accessible at the moment."" Glo &amp; their mediocrity.",Strong
"Glo Internet Service Is Down:

''Dear Customer, due to unforseen technical issues, BB and internet services may... http://t.co/NGvfnBtC",Weak
"Dear Customer,due2 unforeseen technical issues, BB &amp; internet services may not b accessible  moment.We apologize 4any inconvenience -glo",Weak
"chill....is it glo that sent u dis message?RT : ""Dear customer, due to unforeseen technical issues, BB &amp; internet services may",Weak
"Dear Customer, due to unforeseen technical issues, BB services may not be accessible at the moment. We apologize for the inconvenience. Glo.",Strong
"Dear Customer, To enjoy interrupted BlackBerry Services, please renew your subscription. Thank you!  - Glo ng",Strong
"Dats how I tut I won money cus glo customer care kald me only for dem to thnk me for using there services, n to ask if am enjoying it",Strong
"MTN I know rite now ur infected with the Glo virus but please provide quality services 4 us, the loyal customers...PS..u should marry ECG!!!",Strong
Customer Services Manager - Supply Chain / Manufaturing in Dublin: Dublin 22 37 - 40K DOEMy client a leading glo... http://t.co/BL08EGgn,Neutral
GLO..... WTF???? Can't a customer get good services again? Hian!!!,Strong
"Financial Services Information Management Consultants job in Saint Louis, MO at Resources Glo... http://t.co/hl7dhyCp #customer #service",Neutral
How dumb can u b 2go 2 a glo customer care outlet and ask 4 MTN BB services???....,Weak
"""WELCOME TO GLO CUSTOMER SERVICE..THIS CALL MAY BE MONITORED FOR BETTER SERVICES AND RESEARCH PURPOSES!""",Very Strong
"イギリス： Have you worked for an Airline? Customer Services Bookings agent,  Glo http://t.co/87MqA8uB",Neutral
"イギリス： Have you worked for an Airline? Customer Services Bookings agent,  Glo http://t.co/5bWOp2l5",Neutral
"イギリス： Have you worked for an Airline? Customer Services Bookings agent,  Glo http://t.co/V1mDXVaU",Neutral
"Seriously, these guys are making millions of dollars, what does it take to give customers reliable services? It's so irritating. #mtn #glo",Weak
Very Experienced Receptionist & Customer Services . Loooking for a new CXhallenge & role with a Company in City / Docklands,Strong
"Glo ba GO ! The Darkness of Glo Services Glowing & growing drastically,Customers complain BB BIS price slash a FRAUD !
http://t.co/3X6q0aX3",Neutral
"#callcentre #jobs AU Financial Services Call Centre Agent, Brisbane: NSW-Buraja, Front Line Customer Support Glo... http://t.co/zxM0zpan",Neutral
"Dear Esteemed Customer, Thank you for using Glo BB services, we appreciate your continuous patronage. Rule your world. Glo",Neutral
"RT : dear GLO, please no wack services.  sincerely your aspiring customer.",Strong
"as an engineer wud tell they wud be the bestRT : dear GLO, please no wack services.  sincerely your aspiring customer.",Strong
"Swag RT : dear GLO, please no wack services.  sincerely your aspiring customer.",Strong
"dear GLO, please no wack services.  sincerely your aspiring customer.",Strong
"APAC Customer Serivces - APAC -  Newport News, VA: APAC Customer Services, Inc.

is ranked amoung the top 10 glo... http://t.co/vqv8IDmR",Strong
" MTN abeg upgrade ur internet services in Nigeria, BIS/Mobile Web. U guys are loosing customers by d day. Ask Glo 3G or Airtel.",Neutral
121 or 333 4 BB services...RT :  pls glo customer care no,Neutral
 .Telecoms services are so eractic now.Post paid customers on GLO network can't check balance or recharge over 3months now.,Neutral
DEAR valued customer you can now stop using MTN yu can switch to GLO or ETISALAT for sufficient services thank you,Neutral
Cheap web hosting services 2011. Customer ratings and reviews. http://lx.im/1cyqk  - ad,Strong
Glo is just as messed up as mtn when it comes to providing Blackberry internet services to customers,Neutral
"#glo  lines coming up,  bb services still down... not a msg from the jokers........ new meaning of ""customer service""",Weak
#Glo is the best of the worst ....the network continually rips off its customers of quality BIS services in Naija...,Neutral
RT : GLO customer care just called me to find out y iv not bin subscribing to their BB services....call me ... http://tmi.me/6un6Y,Neutral
GLO customer care just called me to find out y iv not bin subscribing to their BB services....call me wen i win a million bucks!!!,Very Strong
Customer Service Advisor: Customer Services Advisor needed with Retail Banking ExperiencebrbrA glo... http://bit.ly/ee0GtG #hotfreshjobs,Neutral
"#jobs #Customer #Svc Technician, VMI - Site Services - USA-GA-Union City: **MEMBERS ONLY**SIGN UP NOW***., a glo... http://bit.ly/9QVNjk",Neutral
#nc glo customer services,Neutral
"Senior Manager, Technical Customer Services - Harris -  Rochester, NY: Harris RF Communications is the leading glo... http://bit.ly/aaq5uo",Neutral
Globacom Nigeria (Glo) will utilize Ceragon's wireless solutions to deliver value added services to Nigerian enterprise customers,Neutral
Customer Service Coordinator With German  - mazowieckie: Kelly Services Polska Sp. z o.o. Currently for our client glo http://bit.ly/9XjOXL,Neutral
"Chat process - Customer Service Executive Walk-in 25th-28th August: With dedicated customer services team, and glo... http://bit.ly/bfJpxu",Neutral
Customer Service Coordinator With German  - mazowieckie: Kelly Services Polska Sp. z o.o. Currently for our client glo http://bit.ly/9XjOXL,Neutral
Visit our testimonials page to find out what our customers are saying about Color Glo services! http://fb.me/EGd3XqGQ,Neutral
 did that! I had a Glo & Zaiin sim card & it didnt work! Customer services kept me on hold for ages & were typically Naija rude!,Weak
"San Jose Jobs Customer Support Engineer 3 - Simax Global Services -  San Jose, CA: Company Description:

SIMAX Glo... http://bit.ly/chxAWR",Neutral
"San Jose Jobs Customer Support Engineer 3 - Simax Global Services -  San Jose, CA: Company Description:

SIMAX Glo... http://bit.ly/azroFR",Neutral
"Customer Services Representative: NW-Preston, Job purpose To be the single point of contact for elstat’s glo, http://job.bs/j/S6Gm",Weak
Hexaware Selects Validata to Offer Test Factory™ Services for Banking Customers Glo .. - BusinessWire http://bit.ly/dtYi2g,Neutral
"Customer Service Advisor - Banking...: Job Description  Our financial services client in Tewkesbury, Glo... http://bit.ly/djXNx9 #job #temp",Neutral
Newsero News: Adtech Global Solutions Expands Services to Help Technology Customers...: Adtech Glo.. http://bit.ly/NHffn,Neutral
"Growth in Outsourced Customer Care Services in Europe, Middle East, and Africa Undeterred: Research: Source: Glo.. http://tinyurl.com/mqqtky",Neutral
